modbusAddr,name,register,datatype,desc
301137,AutbusPADev76_slot0_var4.AutbusPADev76_slot0_var4,Input Registers,UINT,year
301138,AutbusPADev76_slot0_var5.AutbusPADev76_slot0_var5,Input Registers,USINT,month
301139,AutbusPADev76_slot0_var6.AutbusPADev76_slot0_var6,Input Registers,USINT,day
301140,AutbusPADev76_slot0_var7.AutbusPADev76_slot0_var7,Input Registers,USINT,hour
301141,AutbusPADev76_slot0_var8.AutbusPADev76_slot0_var8,Input Registers,USINT,minute
301142,AutbusPADev76_slot0_var9.AutbusPADev76_slot0_var9,Input Registers,USINT,second
400330,AutbusPADev76_slot0_var10.AutbusPADev76_slot0_var10,Holding Registers,USINT,OutData1
400331,AutbusPADev76_slot0_var11.AutbusPADev76_slot0_var11,Holding Registers,USINT,OutData2
301143,AutbusPADev76_slot0_alarm1.AutbusPADev76_slot0_alarm1,Input Registers,USINT,alarm1
301144,AutbusPADev76_slot0_alarm2.AutbusPADev76_slot0_alarm2,Input Registers,USINT,alarm2
400332,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400333,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301145,null.null,Input Registers,UINT,undefined
301146,AutbusPADev77_slot0_var1.AutbusPADev77_slot0_var1,Input Registers,USINT,InData1
301147,AutbusPADev77_slot0_var2.AutbusPADev77_slot0_var2,Input Registers,UINT,InData2
301148,AutbusPADev77_slot0_var3.AutbusPADev77_slot0_var3,Input Registers,ULINT,timer
301152,AutbusPADev77_slot0_var4.AutbusPADev77_slot0_var4,Input Registers,UINT,year
301153,AutbusPADev77_slot0_var5.AutbusPADev77_slot0_var5,Input Registers,USINT,month
301154,AutbusPADev77_slot0_var6.AutbusPADev77_slot0_var6,Input Registers,USINT,day
301155,AutbusPADev77_slot0_var7.AutbusPADev77_slot0_var7,Input Registers,USINT,hour
301156,AutbusPADev77_slot0_var8.AutbusPADev77_slot0_var8,Input Registers,USINT,minute
301157,AutbusPADev77_slot0_var9.AutbusPADev77_slot0_var9,Input Registers,USINT,second
400334,AutbusPADev77_slot0_var10.AutbusPADev77_slot0_var10,Holding Registers,USINT,OutData1
400335,AutbusPADev77_slot0_var11.AutbusPADev77_slot0_var11,Holding Registers,USINT,OutData2
301158,AutbusPADev77_slot0_alarm1.AutbusPADev77_slot0_alarm1,Input Registers,USINT,alarm1
301159,AutbusPADev77_slot0_alarm2.AutbusPADev77_slot0_alarm2,Input Registers,USINT,alarm2
400336,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400337,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301160,null.null,Input Registers,UINT,undefined
301161,AutbusPADev78_slot0_var1.AutbusPADev78_slot0_var1,Input Registers,USINT,InData1
301162,AutbusPADev78_slot0_var2.AutbusPADev78_slot0_var2,Input Registers,UINT,InData2
301163,AutbusPADev78_slot0_var3.AutbusPADev78_slot0_var3,Input Registers,ULINT,timer
301167,AutbusPADev78_slot0_var4.AutbusPADev78_slot0_var4,Input Registers,UINT,year
301168,AutbusPADev78_slot0_var5.AutbusPADev78_slot0_var5,Input Registers,USINT,month
301169,AutbusPADev78_slot0_var6.AutbusPADev78_slot0_var6,Input Registers,USINT,day
301170,AutbusPADev78_slot0_var7.AutbusPADev78_slot0_var7,Input Registers,USINT,hour
301171,AutbusPADev78_slot0_var8.AutbusPADev78_slot0_var8,Input Registers,USINT,minute
301172,AutbusPADev78_slot0_var9.AutbusPADev78_slot0_var9,Input Registers,USINT,second
400338,AutbusPADev78_slot0_var10.AutbusPADev78_slot0_var10,Holding Registers,USINT,OutData1
400339,AutbusPADev78_slot0_var11.AutbusPADev78_slot0_var11,Holding Registers,USINT,OutData2
301173,AutbusPADev78_slot0_alarm1.AutbusPADev78_slot0_alarm1,Input Registers,USINT,alarm1
301174,AutbusPADev78_slot0_alarm2.AutbusPADev78_slot0_alarm2,Input Registers,USINT,alarm2
400340,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400341,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301175,null.null,Input Registers,UINT,undefined
301176,AutbusPADev79_slot0_var1.AutbusPADev79_slot0_var1,Input Registers,USINT,InData1
301177,AutbusPADev79_slot0_var2.AutbusPADev79_slot0_var2,Input Registers,UINT,InData2
301178,AutbusPADev79_slot0_var3.AutbusPADev79_slot0_var3,Input Registers,ULINT,timer
301182,AutbusPADev79_slot0_var4.AutbusPADev79_slot0_var4,Input Registers,UINT,year
301183,AutbusPADev79_slot0_var5.AutbusPADev79_slot0_var5,Input Registers,USINT,month
301184,AutbusPADev79_slot0_var6.AutbusPADev79_slot0_var6,Input Registers,USINT,day
301185,AutbusPADev79_slot0_var7.AutbusPADev79_slot0_var7,Input Registers,USINT,hour
301186,AutbusPADev79_slot0_var8.AutbusPADev79_slot0_var8,Input Registers,USINT,minute
301187,AutbusPADev79_slot0_var9.AutbusPADev79_slot0_var9,Input Registers,USINT,second
400342,AutbusPADev79_slot0_var10.AutbusPADev79_slot0_var10,Holding Registers,USINT,OutData1
400343,AutbusPADev79_slot0_var11.AutbusPADev79_slot0_var11,Holding Registers,USINT,OutData2
301188,AutbusPADev79_slot0_alarm1.AutbusPADev79_slot0_alarm1,Input Registers,USINT,alarm1
301189,AutbusPADev79_slot0_alarm2.AutbusPADev79_slot0_alarm2,Input Registers,USINT,alarm2
400344,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400345,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301190,null.null,Input Registers,UINT,undefined
301191,AutbusPADev80_slot0_var1.AutbusPADev80_slot0_var1,Input Registers,USINT,InData1
301192,AutbusPADev80_slot0_var2.AutbusPADev80_slot0_var2,Input Registers,UINT,InData2
301193,AutbusPADev80_slot0_var3.AutbusPADev80_slot0_var3,Input Registers,ULINT,timer
301197,AutbusPADev80_slot0_var4.AutbusPADev80_slot0_var4,Input Registers,UINT,year
301198,AutbusPADev80_slot0_var5.AutbusPADev80_slot0_var5,Input Registers,USINT,month
301199,AutbusPADev80_slot0_var6.AutbusPADev80_slot0_var6,Input Registers,USINT,day
301200,AutbusPADev80_slot0_var7.AutbusPADev80_slot0_var7,Input Registers,USINT,hour
301201,AutbusPADev80_slot0_var8.AutbusPADev80_slot0_var8,Input Registers,USINT,minute
301202,AutbusPADev80_slot0_var9.AutbusPADev80_slot0_var9,Input Registers,USINT,second
400346,AutbusPADev80_slot0_var10.AutbusPADev80_slot0_var10,Holding Registers,USINT,OutData1
400347,AutbusPADev80_slot0_var11.AutbusPADev80_slot0_var11,Holding Registers,USINT,OutData2
301203,AutbusPADev80_slot0_alarm1.AutbusPADev80_slot0_alarm1,Input Registers,USINT,alarm1
301204,AutbusPADev80_slot0_alarm2.AutbusPADev80_slot0_alarm2,Input Registers,USINT,alarm2
400348,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400349,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301205,null.null,Input Registers,UINT,undefined
301206,AutbusPADev81_slot0_var1.AutbusPADev81_slot0_var1,Input Registers,USINT,InData1
301207,AutbusPADev81_slot0_var2.AutbusPADev81_slot0_var2,Input Registers,UINT,InData2
301208,AutbusPADev81_slot0_var3.AutbusPADev81_slot0_var3,Input Registers,ULINT,timer
301212,AutbusPADev81_slot0_var4.AutbusPADev81_slot0_var4,Input Registers,UINT,year
301213,AutbusPADev81_slot0_var5.AutbusPADev81_slot0_var5,Input Registers,USINT,month
301214,AutbusPADev81_slot0_var6.AutbusPADev81_slot0_var6,Input Registers,USINT,day
301215,AutbusPADev81_slot0_var7.AutbusPADev81_slot0_var7,Input Registers,USINT,hour
301216,AutbusPADev81_slot0_var8.AutbusPADev81_slot0_var8,Input Registers,USINT,minute
301217,AutbusPADev81_slot0_var9.AutbusPADev81_slot0_var9,Input Registers,USINT,second
400350,AutbusPADev81_slot0_var10.AutbusPADev81_slot0_var10,Holding Registers,USINT,OutData1
400351,AutbusPADev81_slot0_var11.AutbusPADev81_slot0_var11,Holding Registers,USINT,OutData2
301218,AutbusPADev81_slot0_alarm1.AutbusPADev81_slot0_alarm1,Input Registers,USINT,alarm1
301219,AutbusPADev81_slot0_alarm2.AutbusPADev81_slot0_alarm2,Input Registers,USINT,alarm2
400352,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400353,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301220,null.null,Input Registers,UINT,undefined
301221,AutbusPADev82_slot0_var1.AutbusPADev82_slot0_var1,Input Registers,USINT,InData1
301222,AutbusPADev82_slot0_var2.AutbusPADev82_slot0_var2,Input Registers,UINT,InData2
301223,AutbusPADev82_slot0_var3.AutbusPADev82_slot0_var3,Input Registers,ULINT,timer
301227,AutbusPADev82_slot0_var4.AutbusPADev82_slot0_var4,Input Registers,UINT,year
301228,AutbusPADev82_slot0_var5.AutbusPADev82_slot0_var5,Input Registers,USINT,month
301229,AutbusPADev82_slot0_var6.AutbusPADev82_slot0_var6,Input Registers,USINT,day
301230,AutbusPADev82_slot0_var7.AutbusPADev82_slot0_var7,Input Registers,USINT,hour
301231,AutbusPADev82_slot0_var8.AutbusPADev82_slot0_var8,Input Registers,USINT,minute
301232,AutbusPADev82_slot0_var9.AutbusPADev82_slot0_var9,Input Registers,USINT,second
400354,AutbusPADev82_slot0_var10.AutbusPADev82_slot0_var10,Holding Registers,USINT,OutData1
400355,AutbusPADev82_slot0_var11.AutbusPADev82_slot0_var11,Holding Registers,USINT,OutData2
301233,AutbusPADev82_slot0_alarm1.AutbusPADev82_slot0_alarm1,Input Registers,USINT,alarm1
301234,AutbusPADev82_slot0_alarm2.AutbusPADev82_slot0_alarm2,Input Registers,USINT,alarm2
400356,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400357,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301235,null.null,Input Registers,UINT,undefined
301236,AutbusPADev83_slot0_var1.AutbusPADev83_slot0_var1,Input Registers,USINT,InData1
301237,AutbusPADev83_slot0_var2.AutbusPADev83_slot0_var2,Input Registers,UINT,InData2
301238,AutbusPADev83_slot0_var3.AutbusPADev83_slot0_var3,Input Registers,ULINT,timer
301242,AutbusPADev83_slot0_var4.AutbusPADev83_slot0_var4,Input Registers,UINT,year
301243,AutbusPADev83_slot0_var5.AutbusPADev83_slot0_var5,Input Registers,USINT,month
301244,AutbusPADev83_slot0_var6.AutbusPADev83_slot0_var6,Input Registers,USINT,day
301245,AutbusPADev83_slot0_var7.AutbusPADev83_slot0_var7,Input Registers,USINT,hour
301246,AutbusPADev83_slot0_var8.AutbusPADev83_slot0_var8,Input Registers,USINT,minute
301247,AutbusPADev83_slot0_var9.AutbusPADev83_slot0_var9,Input Registers,USINT,second
400358,AutbusPADev83_slot0_var10.AutbusPADev83_slot0_var10,Holding Registers,USINT,OutData1
400359,AutbusPADev83_slot0_var11.AutbusPADev83_slot0_var11,Holding Registers,USINT,OutData2
301248,AutbusPADev83_slot0_alarm1.AutbusPADev83_slot0_alarm1,Input Registers,USINT,alarm1
301249,AutbusPADev83_slot0_alarm2.AutbusPADev83_slot0_alarm2,Input Registers,USINT,alarm2
400360,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400361,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301250,null.null,Input Registers,UINT,undefined
301251,AutbusPADev84_slot0_var1.AutbusPADev84_slot0_var1,Input Registers,USINT,InData1
301252,AutbusPADev84_slot0_var2.AutbusPADev84_slot0_var2,Input Registers,UINT,InData2
301253,AutbusPADev84_slot0_var3.AutbusPADev84_slot0_var3,Input Registers,ULINT,timer
301257,AutbusPADev84_slot0_var4.AutbusPADev84_slot0_var4,Input Registers,UINT,year
301258,AutbusPADev84_slot0_var5.AutbusPADev84_slot0_var5,Input Registers,USINT,month
301259,AutbusPADev84_slot0_var6.AutbusPADev84_slot0_var6,Input Registers,USINT,day
301260,AutbusPADev84_slot0_var7.AutbusPADev84_slot0_var7,Input Registers,USINT,hour
301261,AutbusPADev84_slot0_var8.AutbusPADev84_slot0_var8,Input Registers,USINT,minute
301262,AutbusPADev84_slot0_var9.AutbusPADev84_slot0_var9,Input Registers,USINT,second
400362,AutbusPADev84_slot0_var10.AutbusPADev84_slot0_var10,Holding Registers,USINT,OutData1
400363,AutbusPADev84_slot0_var11.AutbusPADev84_slot0_var11,Holding Registers,USINT,OutData2
301263,AutbusPADev84_slot0_alarm1.AutbusPADev84_slot0_alarm1,Input Registers,USINT,alarm1
301264,AutbusPADev84_slot0_alarm2.AutbusPADev84_slot0_alarm2,Input Registers,USINT,alarm2
400364,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400365,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301265,null.null,Input Registers,UINT,undefined
301266,AutbusPADev85_slot0_var1.AutbusPADev85_slot0_var1,Input Registers,USINT,InData1
301267,AutbusPADev85_slot0_var2.AutbusPADev85_slot0_var2,Input Registers,UINT,InData2
301268,AutbusPADev85_slot0_var3.AutbusPADev85_slot0_var3,Input Registers,ULINT,timer
301272,AutbusPADev85_slot0_var4.AutbusPADev85_slot0_var4,Input Registers,UINT,year
301273,AutbusPADev85_slot0_var5.AutbusPADev85_slot0_var5,Input Registers,USINT,month
301274,AutbusPADev85_slot0_var6.AutbusPADev85_slot0_var6,Input Registers,USINT,day
301275,AutbusPADev85_slot0_var7.AutbusPADev85_slot0_var7,Input Registers,USINT,hour
301276,AutbusPADev85_slot0_var8.AutbusPADev85_slot0_var8,Input Registers,USINT,minute
301277,AutbusPADev85_slot0_var9.AutbusPADev85_slot0_var9,Input Registers,USINT,second
400366,AutbusPADev85_slot0_var10.AutbusPADev85_slot0_var10,Holding Registers,USINT,OutData1
400367,AutbusPADev85_slot0_var11.AutbusPADev85_slot0_var11,Holding Registers,USINT,OutData2
301278,AutbusPADev85_slot0_alarm1.AutbusPADev85_slot0_alarm1,Input Registers,USINT,alarm1
301279,AutbusPADev85_slot0_alarm2.AutbusPADev85_slot0_alarm2,Input Registers,USINT,alarm2
400368,null.null,Holding Registers,UINT,参数1(0 ~ 1000) 
400369,null.null,Holding Registers,UINT,参数2(0 ~ 1000) 
301280,null.null,Input Registers,UINT,undefined
400370,KYYZ_2DO_slot0_var3.KYYZ_2DO_slot0_var3,Holding Registers,USINT,DO1
400371,KYYZ_2DO_slot0_var4.KYYZ_2DO_slot0_var4,Holding Registers,USINT,DO2
301281,KYYZ_2DO_slot0_alarm1.KYYZ_2DO_slot0_alarm1,Input Registers,USINT,ALARM1
301282,KYYZ_2DO_slot0_alarm2.KYYZ_2DO_slot0_alarm2,Input Registers,USINT,ALARM2
400372,null.null,Holding Registers,UINT,param1(0 ~ 1000) 
400373,null.null,Holding Registers,UINT,param2(0 ~ 1000) 
301283,null.null,Input Registers,UINT,undefined
